timestamp,informed_consent,k01_01,k01_02_i01,k01_02_i02,k01_02_i03,k01_02_i04,k01_02_i05,k01_02_i06,k01_02_i07,k01_02_i08,k01_02_i09,k02_01,k02_02,k02_03,k02_04,k02_05,k03_01,k03_02_i01,k03_02_i02,k03_02_i03,k03_02_i04,k03_02_i05,k03_02_i06,k03_02_i07,k03_02_i08,k03_02_i09,k03_02_i10,k03_02_i11,k03_02_i12,k03_02_i13,k03_02_i14,k03_02_i15,k03_02_i16,k03_02_i17,k03_02_i18,k03_02_i19,k03_02_i20,k03_03,k04_01_i01,k04_01_i02,k04_01_i03,k04_01_i04,k04_01_i05,k04_01_i06,k04_01_i07,k04_01_i08,k04_01_i09,k04_01_i10,k04_01_i11,k04_01_i12,k04_01_i13,k04_01_i14,k04_01_i15,k04_01_i16,k04_01_i17,k04_01_i18,k04_01_i19,k04_01_i20,k04_01_i21,k04_02_i01,k04_02_i02,k04_02_i03,k04_02_i04,k04_02_i05,k04_02_i06,k04_02_i07,k04_02_i08,k04_02_i09,k04_02_i10,k04_02_i11,k04_02_i12,k04_02_i13,k04_02_i14,k05_01_i01,k05_01_i02,k05_01_i03,k05_01_i04,k05_01_i05,k05_01_i06,k05_01_i07,k05_01_i08,k05_01_i09,k05_01_i10,k05_01_i11,k05_01_i12,k05_01_i13,k05_01_i14,k05_01_i15,k05_01_i16,k05_01_i17,k05_01_i18,k05_01_i19,k05_01_i20,k05_01_i21,k05_01_i22,k05_01_i23,k05_01_i24,k05_01_i25,k05_01_i26,k05_01_i27,k05_01_i28,k05_01_i29,k06_01_i01,k07_01,k07_02_i01,k07_02_i02,k07_02_i03,k07_03,k06_01_i02,k06_01_i03,k06_01_i04,k06_01_i05,k06_01_i06,k06_01_i07,k06_01_i08,k06_01_i09,k06_01_i10,k06_01_i11,k06_01_i12,k06_01_i13,k06_01_i14,k06_01_i15,k06_01_i16,k06_01_i17,k06_01_i18,k06_01_i19,k06_01_i20,k06_01_i21,k06_01_i22,file_path,k06_01_i23,condition,is_ai,is_responsibility,k02_03_num,k02_04_num,parents_education,parents_education_groups,k01_02_composite,k03_02_positive,k03_02_negative,k04_01_composite,k04_02_expertise,k04_02_integrity,k04_02_benevolence,k04_02_composite,k05_01_composite,k06_01_ease_of_use,k06_01_usefulness,k06_01_safety_risk,k06_01_privacy_risk,k06_01_trust,k06_01_attitude,k06_01_intention_to_use
2024-10-26T11:45:15Z,Igen,2,6,5,5,6,6,5,5,5,4,Female,pszichológia,University MA,Highschool,Middle 40%,Hetente egyszer,1,4,4,5,2,3,4,2,5,2,2,2,3,2,3,4,2,2,3,4,4,4,3,5,4,4,5,5,3,5,5,5,4,4,4,4,4,4,3,4,5,5,6,7,6,4,5,5,6,6,5,5,5,5,6,6,4,4,4,4,3,3,4,3,4,3,3,3,4,2,4,4,4,4,4,4,2,3,3,2,3,4,3,4,3,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,4,6,"Nem, körülbelül a kétharmadánál már abbahagytam a kérdések pontos értelmezését.",4,3,4,2,4,3,2,4,5,5,2,2,4,3,3,3,3,5,2,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",2,0,0,0,17,12,29,50% Median,47,34,23,89,33,22,22,77,0,15,15,10,6,10,11,4
2024-10-26T13:26:39Z,Igen,4,5,6,4,5,5,5,4,6,5,Female,Osztatlan tanárképzés,University MA,Elementary school,Middle 40%,Hetente többször,2,3,2,5,4,4,4,4,5,3,2,4,3,3,2,4,2,4,5,3,4,5,5,4,4,4,4,5,2,4,4,5,4,2,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,5,4,6,6,5,7,6,3,2,4,2,4,2,2,3,4,4,2,4,2,4,4,5,4,3,5,3,3,2,2,2,2,3,3,4,3,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,5,6,"Igen, az elejétől a végéig sikerült koncentrálnom.",2,1,2,3,3,2,3,3,5,5,4,3,3,2,2,3,2,3,1,2,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",3,0,0,0,17,8,25,50% Median,45,38,26,87,36,21,24,81,0,8,14,10,10,7,8,4
2024-10-26T13:40:10Z,Igen,5,6,5,5,5,4,5,5,6,5,Female,osztatlan tanárképzés,University MA,Elementary school,Middle 40%,Hetente többször,2,3,3,4,4,3,4,4,4,3,3,4,3,3,2,4,3,2,5,3,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,6,5,5,5,6,6,5,6,6,5,6,5,6,5,3,2,4,2,3,2,4,4,4,4,2,3,4,4,4,4,4,4,4,2,3,3,3,3,2,3,3,4,4,2,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,5,6,"Igen, az elejétől a végéig sikerült koncentrálnom.",2,2,2,2,3,2,3,3,4,4,4,3,2,2,2,3,3,3,2,2,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",3,0,0,0,17,8,25,50% Median,46,37,25,81,33,22,22,77,0,8,13,8,10,6,9,6
2024-10-26T16:11:53Z,Igen,5,7,7,7,7,6,7,6,5,7,Female,Marketing,University BA,Highschool,Middle 40%,Havonta egyszer,2,4,3,4,4,2,4,5,5,4,2,4,1,2,1,2,1,1,3,4,4,4,4,4,4,2,4,4,2,4,3,4,4,4,4,3,4,4,4,2,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,3,2,4,2,4,2,4,5,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,2,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,5,5,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,2,2,4,2,4,3,4,4,4,2,2,3,2,3,3,3,4,4,4,4,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",2,0,0,0,15,12,27,50% Median,59,38,15,76,42,28,28,98,0,9,17,8,6,8,10,12
2024-10-26T16:30:57Z,Igen,3,5,4,2,4,5,4,4,7,3,Female,gyógypedagógia,Highschool,Highschool,Middle 40%,Havonta egyszer,1,4,1,5,4,2,4,4,4,2,2,3,2,4,3,4,3,3,3,3,4,5,4,4,4,4,4,4,2,5,5,5,1,4,4,3,5,5,3,4,4,5,3,5,4,3,4,5,4,4,4,4,6,4,4,4,2,3,4,2,3,2,3,3,2,4,4,4,3,3,4,4,2,3,4,3,3,3,3,4,4,3,4,2,3,1,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",4,4,4,"Igen, az elejétől a végéig sikerült koncentrálnom.",1,1,2,1,3,2,1,1,4,5,1,1,2,3,2,2,2,3,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",2,0,0,0,12,12,24,25% Bottom,38,32,25,84,24,16,18,58,0,5,8,9,4,7,7,3
2024-10-26T17:31:18Z,Igen,2,7,5,5,6,5,2,3,7,5,Female,gyógypedagógia,University BA,University BA,Middle 40%,Havonta kevesebb mint egyszer,1,4,3,5,3,4,4,5,4,4,3,3,2,3,1,4,1,1,2,5,4,5,5,5,5,3,5,4,5,5,4,4,3,4,3,4,3,5,5,5,4,5,4,6,5,5,3,5,6,5,6,3,5,6,6,6,2,3,3,4,5,1,4,4,5,5,4,5,5,5,4,5,3,5,5,5,4,4,4,5,5,5,4,4,4,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",4,5,5,"Nem, körülbelül a kétharmadánál már abbahagytam a kérdések pontos értelmezését.",2,2,2,1,2,1,2,2,5,5,4,4,1,2,2,1,1,4,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",5,0,0,0,15,15,30,50% Median,45,38,19,91,28,20,23,71,0,9,8,10,13,5,6,3
2024-10-26T19:34:54Z,Igen,1,6,6,5,6,6,5,6,7,3,Female,Rekreáció és Életmód,University BA,University BA,Middle 40%,Havonta kevesebb mint egyszer,1,4,2,4,1,3,4,4,4,2,2,1,3,3,1,2,4,2,1,5,4,4,3,4,3,4,5,4,4,4,5,4,4,2,5,4,5,4,3,3,3,5,5,7,6,5,5,6,6,6,6,3,6,5,6,2,5,5,5,3,4,2,2,3,4,4,4,2,2,2,4,5,3,5,5,3,2,2,4,4,4,3,3,1,1,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,5,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",1,1,2,2,2,3,1,4,5,5,5,5,3,2,2,3,2,2,2,2,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",5,0,0,0,15,15,30,50% Median,50,28,21,82,34,21,19,74,0,7,12,10,15,7,7,5
2024-10-27T12:19:34Z,Igen,2,4,3,3,3,7,5,3,7,3,Female,Csecsemő- és kisgyermeknevelő,Highschool,Highschool,Middle 40%,Havonta egyszer,1,1,3,4,1,2,2,4,2,2,1,1,5,4,3,4,3,3,5,5,4,5,5,5,5,4,5,3,5,3,2,3,3,5,4,3,3,5,3,3,5,5,6,6,7,6,6,7,7,7,7,7,6,6,6,7,2,2,4,4,5,2,4,5,1,4,3,3,3,5,5,5,4,2,2,4,4,3,3,5,5,3,3,5,1,2,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,5,5,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,2,2,2,2,3,1,1,3,4,3,4,3,3,2,3,3,4,3,3,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",4,0,0,0,12,12,24,25% Bottom,38,20,32,84,38,28,25,91,0,9,9,7,11,8,10,8
2024-10-27T12:45:27Z,Igen,3,2,3,1,1,1,1,5,7,2,Male,pszichológia,University BA,Highschool,Middle 40%,Hetente egyszer,1,5,2,3,1,3,5,5,5,5,2,1,1,1,2,4,1,2,2,1,4,2,3,2,4,3,5,4,3,2,3,3,2,3,4,2,2,4,5,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,2,2,5,2,5,1,5,5,4,5,5,5,4,5,1,1,5,2,5,5,3,3,3,2,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,6,1,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,3,4,3,5,4,2,5,4,4,5,5,2,2,1,4,3,5,4,3,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",5,0,0,0,15,12,27,50% Median,23,33,14,67,24,16,16,56,0,14,19,8,15,5,12,8
2024-10-27T16:39:39Z,Igen,2,3,5,4,6,6,5,5,6,5,Female,Emberi erőforrás tanácsadó,Highschool,Highschool,Middle 40%,Hetente többször,2,4,4,4,4,3,4,4,4,2,3,4,4,2,5,4,4,4,4,4,4,5,4,4,4,4,5,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,3,2,4,2,4,4,5,5,4,4,4,4,4,3,4,4,4,4,2,4,3,4,5,4,4,4,3,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,6,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",2,4,4,4,4,3,2,3,2,4,2,2,2,3,4,4,3,4,3,3,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",3,0,0,0,12,12,24,25% Bottom,45,38,31,83,36,24,24,84,0,14,16,6,7,9,11,8
2024-10-27T20:20:50Z,Igen,2,5,6,6,6,7,6,5,7,5,Male,Osztatlan tanárképzés,University BA,Highschool,Middle 40%,Havonta kevesebb mint egyszer,1,3,2,4,1,3,3,3,4,2,3,2,2,2,2,3,4,3,2,4,4,5,4,5,4,4,5,4,4,5,5,5,3,5,4,5,4,4,3,4,5,5,6,5,6,6,5,6,4,6,6,4,5,6,6,5,3,5,3,3,3,3,3,3,3,3,3,5,4,2,4,4,4,5,4,3,4,2,2,2,3,5,4,2,2,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",7,6,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",1,3,1,1,4,1,1,2,1,5,4,4,1,1,2,1,1,3,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",4,0,0,0,15,12,27,50% Median,53,28,22,92,34,20,22,76,0,8,9,6,12,4,5,3
2024-10-27T21:32:54Z,Igen,2,3,5,5,6,6,5,5,7,7,Female,Pszichológia,University MA,University MA,Middle 40%,Hetente egyszer,2,4,4,5,3,4,5,3,5,2,3,3,3,2,2,4,4,5,5,5,4,5,5,5,5,4,5,5,3,5,5,5,4,5,3,5,5,5,5,5,5,5,7,7,5,5,7,5,7,7,7,6,7,7,7,7,1,4,2,3,5,2,3,3,3,4,4,5,3,5,4,5,5,5,3,3,1,4,3,5,5,3,4,4,4,5,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,2,7,"Nem, kb. a felénél abbahagytam a kérdések pontos értelmezését.",3,5,3,5,3,3,3,5,1,3,1,1,3,4,5,5,3,5,3,3,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 0 (ai no, responsibility no) (Responses) - Form Responses 1.csv",1,0,0,0,17,17,34,25% Top,49,40,30,99,36,27,28,91,0,16,19,4,3,12,13,7
2024-10-18T16:05:05Z,Igen,1,4,5,2,4,5,5,2,2,1,Female,Nemzetközi gazdálkodás,University BA,Highschool,Middle 40%,Soha,1,4,1,3,2,3,4,5,5,3,4,2,5,3,4,3,4,4,4,5,4,5,4,4,3,4,5,4,5,4,4,5,4,3,2,4,4,5,5,4,5,4,4,6,5,3,3,3,6,3,4,6,6,4,5,5,1,4,4,5,5,1,3,3,3,3,3,1,1,4,5,5,5,5,5,1,1,2,1,4,5,5,5,2,5,2,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,6,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",3,2,2,2,5,2,2,3,2,4,3,3,2,2,1,2,2,3,4,4,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",3,1,1,0,15,12,27,50% Median,30,32,32,87,24,19,20,63,0,9,14,6,9,5,7,9
2024-10-18T16:09:34Z,Igen,3,5,5,3,5,5,3,1,5,2,Male,Osztatlan tanári,University MA,University BA,Middle 40%,Hetente többször,1,4,3,5,3,3,5,4,5,3,3,4,3,2,3,4,3,3,4,5,4,5,4,4,5,3,4,5,4,4,5,5,4,5,4,3,5,5,3,5,4,4,4,5,4,3,5,4,3,4,5,4,7,4,5,5,3,3,2,2,4,5,3,3,3,3,4,3,4,2,4,4,2,4,3,5,4,4,4,3,3,4,3,3,2,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",7,7,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",2,3,3,4,4,4,3,4,3,3,3,2,4,3,3,3,3,4,4,2,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",3,1,1,0,17,15,32,50% Median,34,39,27,90,25,16,21,62,0,11,19,6,8,10,10,8
2024-10-18T16:22:07Z,Igen,4,4,2,3,3,6,3,3,4,3,Female,pszichológia,PhD,University MA,Top 30%,Hetente többször,2,3,4,4,4,3,4,3,4,3,3,2,2,2,3,3,2,3,3,5,4,4,4,4,4,3,4,4,3,4,3,4,4,5,4,2,3,5,4,4,4,4,4,6,5,4,5,5,3,3,4,4,3,3,3,3,2,3,2,3,4,2,2,3,4,4,3,4,4,3,4,4,4,4,5,3,2,2,3,4,4,4,4,3,2,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,6,6,"Igen, az elejétől a végéig sikerült koncentrálnom.",2,3,3,4,3,4,3,4,3,4,2,2,4,3,4,3,3,4,4,3,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",2,1,1,0,21,17,38,25% Top,31,36,23,80,29,14,12,55,0,11,18,7,6,11,10,9
2024-10-18T16:34:55Z,Igen,4,6,4,6,5,3,6,5,4,3,Male,Proginfó,Highschool,Highschool,Middle 40%,Naponta,2,1,3,3,2,2,2,3,3,3,3,3,2,4,3,4,4,4,5,4,4,2,3,4,3,3,3,2,4,3,2,3,2,2,4,3,2,3,4,4,5,1,4,4,3,4,4,2,3,3,3,3,4,4,3,2,4,3,4,4,4,3,3,4,4,4,4,3,2,3,2,1,3,3,3,4,4,1,3,4,4,2,3,4,3,2,"A kutatás azt vizsgálta, hogy a változókori táplálkozási szokások hogyan befolyásolják az egészségben eltöltött életévek számát.",7,7,5,"Nem, körülbelül a kétharmadánál már abbahagytam a kérdések pontos értelmezését.",3,3,3,3,4,3,1,4,3,3,3,5,3,4,5,2,4,4,4,2,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",3,1,1,0,12,12,24,25% Bottom,42,27,30,62,21,12,13,46,0,11,15,6,11,12,10,8
2024-10-18T16:52:24Z,Igen,3,5,6,5,6,7,7,6,7,7,Female,Sportszervező,Highschool,Highschool,Middle 40%,Hetente többször,2,4,3,5,2,3,4,3,5,3,4,2,3,1,2,3,2,1,4,4,4,2,3,4,2,2,3,4,2,3,4,3,3,2,5,2,5,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,3,3,1,3,2,4,4,1,4,3,3,4,4,5,2,4,3,3,3,3,4,3,2,2,2,2,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",4,5,7,"Nem, körülbelül a kétharmadánál már abbahagytam a kérdések pontos értelmezését.",2,3,3,1,1,3,1,1,4,5,2,2,2,1,1,2,1,3,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",4,1,1,0,12,12,24,25% Bottom,56,37,20,64,24,16,16,56,0,11,7,9,8,4,6,3
2024-10-18T17:19:53Z,Igen,4,6,5,5,5,3,5,5,5,4,Female,Biológia,Highschool,Highschool,Middle 40%,Havonta egyszer,4,4,3,4,3,4,4,3,4,3,3,4,2,3,3,3,2,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,5,6,6,6,6,5,5,5,6,6,6,2,2,4,3,4,2,4,2,4,4,4,4,2,4,4,4,4,4,4,3,2,3,3,2,2,3,3,2,2,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,5,6,"Igen, az elejétől a végéig sikerült koncentrálnom.",4,4,4,2,4,3,2,4,4,4,3,3,3,2,2,2,3,3,2,2,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",3,1,1,0,12,12,24,25% Bottom,43,40,23,83,35,22,23,80,0,16,15,8,9,7,8,6
2024-10-18T17:29:49Z,Igen,4,5,3,4,3,4,5,4,5,3,Male,Programtervező informatikus,Highschool,University BA,Middle 40%,Naponta,3,3,3,2,2,3,3,3,2,2,3,2,2,2,3,2,3,3,3,3,4,3,3,3,4,3,3,3,4,2,2,3,4,2,3,3,3,4,4,3,3,3,5,6,5,6,5,6,5,6,5,5,5,5,5,5,2,3,3,3,2,2,3,2,3,4,4,3,2,3,2,2,3,2,3,2,2,3,4,2,2,3,2,2,4,3,"A kutatás azt vizsgálta, hogy mennyire hatékony egy egészséges táplálkozást előremozdító beavatkozás az idősek körében.",5,5,5,"Nem, kb. a felénél abbahagytam a kérdések pontos értelmezését.",3,3,4,3,4,3,3,3,3,5,3,4,4,3,3,4,4,4,3,4,3,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",3,1,1,0,12,15,27,50% Median,36,28,21,65,33,21,20,74,0,13,16,8,10,10,12,10
2024-10-18T18:22:56Z,Igen,2,5,3,2,3,4,3,2,5,2,Female,Gyógypedagógia,Highschool,Highschool,Middle 40%,Havonta egyszer,1,3,1,2,3,3,3,1,4,1,1,3,4,2,2,5,2,2,4,5,4,3,3,3,3,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",3,1,7,"Nem, kb. a felénél abbahagytam a kérdések pontos értelmezését.",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",3,1,1,0,12,12,24,25% Bottom,29,25,26,66,24,16,16,56,0,12,15,6,9,9,9,9
2024-10-18T18:27:56Z,Igen,3,5,4,4,3,5,3,5,4,5,Female,Gazdálkodás és menedzsment,University BA,Highschool,Top 30%,Hetente többször,2,5,2,5,4,3,5,3,5,2,5,5,4,2,1,2,2,4,5,4,4,3,4,3,3,3,4,5,3,3,3,5,3,3,5,5,5,3,3,3,3,3,5,7,6,5,4,5,6,6,6,6,6,6,5,4,5,4,5,2,5,1,3,4,2,5,4,5,5,5,3,3,5,5,3,3,3,5,2,5,5,2,4,1,5,2,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",7,7,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",1,1,1,3,3,2,2,1,5,5,1,1,3,3,1,2,2,5,3,3,2,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",1,1,1,0,15,12,27,50% Median,38,43,24,75,32,24,21,77,0,5,11,10,3,7,9,8
2024-10-18T18:47:32Z,Igen,5,6,6,4,6,5,5,5,6,6,Male,Programtervező informatikus,PhD,University MA,Top 30%,Hetente többször,1,5,3,4,4,4,4,4,5,3,4,4,5,3,4,4,4,5,5,5,4,5,4,5,1,2,4,4,2,4,4,5,4,3,3,5,5,3,4,3,4,5,7,6,5,4,4,4,6,5,7,3,6,7,7,5,1,1,2,2,3,1,3,3,4,4,3,5,5,3,3,4,4,5,5,3,2,3,4,4,4,3,4,4,4,4,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",6,6,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",4,4,4,4,3,2,4,1,3,4,2,2,3,4,3,3,3,4,5,3,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",3,1,1,0,21,17,38,25% Top,49,41,35,79,30,21,25,76,0,16,14,7,7,10,10,9
2024-10-18T19:05:52Z,Igen,4,6,6,6,6,6,6,6,6,5,Female,marketing,University MA,University MA,Top 30%,Hetente egyszer,1,4,3,4,4,4,4,4,4,3,3,4,3,2,2,3,2,2,4,4,4,4,3,4,2,3,4,4,3,4,4,4,4,3,3,4,4,4,3,3,3,4,6,6,6,6,6,6,5,6,6,3,6,6,6,6,2,2,2,4,2,1,4,4,4,4,4,3,3,4,4,4,2,4,4,4,4,2,4,4,4,4,4,2,4,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",5,6,5,"Igen, az elejétől a végéig sikerült koncentrálnom.",2,3,2,2,3,3,3,4,4,3,4,4,3,3,4,4,3,3,4,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",4,1,1,0,17,17,34,25% Top,53,38,22,74,36,20,24,80,0,10,15,7,12,10,10,6
2024-10-18T19:22:32Z,Igen,3,5,5,5,5,6,5,5,6,6,Female,Rekreáció és életmód,University BA,University BA,Middle 40%,Hetente egyszer,2,2,1,4,2,3,4,4,4,3,3,2,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,3,4,3,6,6,4,4,5,4,6,6,4,4,4,4,6,4,3,3,2,2,4,4,4,2,4,3,3,4,2,3,2,2,4,2,3,4,3,4,4,3,4,3,3,3,4,3,"A kutatás azt vizsgálta, hogy milyen hatásai voltak egy iskolai elhízás-megelőzési programnak.",7,7,7,"Igen, az elejétől a végéig sikerült koncentrálnom.",1,3,3,2,4,2,1,2,5,5,4,1,1,1,1,1,1,4,1,1,1,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",1,1,1,0,15,15,30,50% Median,48,30,22,78,29,20,18,67,0,10,11,10,6,3,6,3
2024-10-18T19:29:10Z,Igen,1,5,3,3,3,5,3,3,5,3,Female,Csecsemő és kisgyermeknevelő,Highschool,Highschool,Middle 40%,Soha,3,3,2,4,3,3,4,4,3,3,3,2,4,4,3,2,2,4,4,3,4,3,2,4,3,4,4,3,4,4,4,2,2,3,3,3,3,3,3,3,3,4,5,4,4,3,4,4,4,5,4,3,5,4,3,3,2,4,2,2,4,2,3,4,3,2,3,2,4,4,2,4,2,4,2,4,5,3,4,4,3,2,3,2,2,4,"A kutatás azt vizsgálta, hogy a változókori táplálkozási szokások hogyan befolyásolják az egészségben eltöltött életévek számát.",4,1,2,"Nem, kb. a felénél abbahagytam a kérdések pontos értelmezését.",2,3,3,4,2,2,3,2,3,4,2,2,4,2,4,3,3,3,4,3,3,"/home/marton/Documents/projects/aic/data/raw//Trust in AI kérdőív - ver 1 (ai yes, responsibility no) (Responses) - Form responses 1.csv",3,1,1,0,12,12,24,25% Bottom,33,33,26,67,24,16,15,55,0,12,13,7,7,10,9,10
